mintore_name,aid,kata,name,rarity,item_type,game
モンキー・D・ルフィ L-P [ST29-001],743023,ST29-001,モンキー・Ｄ・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [ST29-001]【英語版】,751234,ST29-001,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-SP (コミパラ) [OP17-079],871055,OP17-079,モンキー・Ｄ・ルフィ L-SP (コミパラ),,single,ワンピ
モンキー・D・ルフィ L-SP (コミパラ) [OP17-079]【英語版】,880795,OP17-079,モンキー・D・ルフィ L-SP (コミパラ),,single,ワンピ
モンキー・D・ルフィ L-SPC [OP05-060],503454,OP05-060,モンキー・D・ルフィ L-SPC,,single,ワンピ
モンキー・D・ルフィ L-SPC [OP05-060]【英語版】,582524,OP05-060,モンキー・D・ルフィ L-SPC,,single,ワンピ
モンキー・D・ルフィ L: トップ16: 未開封 [OP11-040]【英語版】,891092,OP11-040,モンキー・D・ルフィ L :トップ16 :未開封,プロモ,single,ワンピ
モンキー・D・ルフィ L: トップ16: 開封済 [OP11-040]【英語版】,891091,OP11-040,モンキー・D・ルフィ L :トップ16 :開封済,プロモ,single,ワンピ
モンキー・D・ルフィ L: トップ8 [OP11-040]【中国語版】,881122,OP11-040,モンキー・D・ルフィ L :トップ8,プロモ,single,ワンピ
モンキー・D・ルフィ L: ベスト32 [OP11-040],864497,OP11-040,モンキー・Ｄ・ルフィ L :ベスト32,プロモ,single,ワンピ
モンキー・D・ルフィ L: 参加記念品 [P],825095,P/P,モンキー・D・ルフィ L :参加記念品,プロモ,single,ワンピ
モンキー・D・ルフィ L: 参加記念品 [P](プロモーションカード「8パックバトル 2026年10月」),887698,,モンキー・D・ルフィ L :参加記念品 [P](プロモーションカード「8パックバトル 2026年10月」),,pack,ワンピ
モンキー・D・ルフィ L: 参加記念品 [P]【英語版】,773830,P/P,モンキー・D・ルフィ L :参加記念品,プロモ,single,ワンピ
モンキー・D・ルフィ L: 参加記念品 [P]【英語版】(プロモーションカード「4周年記念イベント(OP-17リリースイベント)」),879805,,モンキー・D・ルフィ L :参加記念品 [P]【英語版】(プロモーションカード「4周年記念イベント（OP-17リリースイベント）」),,other,ワンピ
モンキー・D・ルフィ L: 参加記念品: 修正前ライフ4 [P],129620,P/P,モンキー・D・ルフィ L :参加記念品 :修正前ライフ4,,single,ワンピ
モンキー・D・ルフィ L: 参加記念品: 修正後ライフ5 [P],786451,P/P,モンキー・D・ルフィ L :参加記念品 :修正後ライフ5,,single,ワンピ
モンキー・D・ルフィ L: 未開封 [OP13-001],760435,OP13-001,モンキー・D・ルフィ L :未開封,プロモ,single,ワンピ
モンキー・D・ルフィ L: 開封済 [OP13-001],763301,OP13-001,モンキー・D・ルフィ L :開封済,プロモ,single,ワンピ
モンキー・D・ルフィ P [P-001](チャンピオンシップセット 特典),95888,P-001,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-001](プレミアムカードコレクション -BANDAI CARD GAMES Fest 23-24 Edition-),229659,P-001,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-001](プロモーションカード セブンイレブン コラボ),134160,P-001,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-001](プロモーションカードセット1),157931,P-001,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-001]【中国語版】,256045,P-001,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-001]【英語版】(プレミアムカードコレクション「25周年エディション」),200267,P-001,モンキー・Ｄ・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-001]【英語版】(プロモーションカード「オフライン地域 チャンピオンカードセット 2024 Vol.2」),240951,P-001,モンキー・Ｄ・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-001]【英語版】(プロモーションカード「オフライン地域 ファイナリストカードセット 2024 Vol.2」),239645,P-001,モンキー・Ｄ・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-001]【英語版】(プロモーションカード「オフライン地域 参加パック 2024 Vol.2」),240947,P-001,モンキー・Ｄ・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-001]【英語版】(プロモーションカード「オンライン地域 チャンピオンカードセット 2024 Vol.2」),357145,P-001,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-001]【英語版】(プロモーションカード「オンライン地域 ファイナリストカードセット 2024 Vol.2」),357144,P-001,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-001]【英語版】(プロモーションカード「オンライン地域 参加パック 2024 Vol.2」),357143,P-001,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-001]【英語版】(プロモーションカード「ギフトコレクション 2023」),201508,P-001,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-001]【英語版】(プロモーションカード「スーパープレリリース」),239648,P-001,モンキー・Ｄ・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-001]【英語版】(プロモーションカード「チャンピオンシップ 2023 ストアチャンピオンシップ トロフィーカード」),213933,P-001,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-001]【英語版】(プロモーションカード「プロモーションパック 2022」),201611,P-001,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-006]【英語版】(プロモーションカード「チャンピオンシップ 2023 セレブレーションパック」),221662,P-006,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-006]【英語版】(プロモーションカード「トーナメントパック Vol.1 -ウィナー-」),616268,P-006,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-006]【英語版】(プロモーションカード「トーナメントパック Vol.1」),201554,P-006,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-007]【英語版】(プロモーションカード「チャンピオンシップ 2023 セレブレーションパック」),221663,P-007,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-007]【英語版】(プロモーションカード「トーナメントパック Vol.1 -ウィナー-」),616269,P-007,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-007]【英語版】(プロモーションカード「トーナメントパック Vol.1」),201555,P-007,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-022](ONE PIECE FILM RED フィナーレ セット),110712,P-022,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-022](プレミアムカードコレクション ‐ONE PIECE FILM RED‐),134316,P-022,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-022]【英語版】(プレミアムカードコレクション「FILM RED エディション」),201490,P-022,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-022]【英語版】(プロモーションカード「FILM RED プロモーションカード セット」),201608,P-022,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-033]【英語版】(プロモーションカード「イベントパック Vol.2」),201587,P-033,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-033]【英語版】(プロモーションカード「チャンピオンシップ 2023 イベントパック ファイナリスト Ver」),221690,P-033,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-033]【英語版】(プロモーションカード「チャンピオンシップ 2023 イベントパック」),221619,P-033,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-035]【英語版】,201610,P-035,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-036],111529,P-036,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-036]【英語版】,201629,P-036,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-037],121244,P-037,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-037]【英語版】,201630,P-037,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-041](BANDAI CARD GAMES Fest23-24 World Tour),159276,P-041,モンキー・Ｄ・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-041](ONEPIECE Day23' Day2 来場者特典),129619,P-041,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-041](スタートデッキ「紫 モンキー・D・ルフィ」),311594,P-041,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-041](プロモーションカード「ONE PIECE EMOTION」),323700,P-041,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-041](プロモーションカード「ファーストアニバーサリー コンプリートガイド」),635883,P-041,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-041]【英語版】(スタートデッキ「紫 モンキー・D・ルフィ」),414685,P-041,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-041]【英語版】(プロモーションカード「ONE PIECE EMOTION」),449938,P-041,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-041]【英語版】(プロモーションカード「オフライン地域 チャンピオンカードセット 2024 Vol.2」),240953,P-041,モンキー・Ｄ・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-041]【英語版】(プロモーションカード「オフライン地域 ファイナリストカードセット 2024 Vol.2」),239646,P-041,モンキー・Ｄ・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-041]【英語版】(プロモーションカード「オフライン地域 参加パック 2024 Vol.2」),240949,P-041,モンキー・Ｄ・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-041]【英語版】(プロモーションカード「オンライン地域 チャンピオンカードセット 2024 Vol.2」),357151,P-041,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-041]【英語版】(プロモーションカード「オンライン地域 ファイナリストカードセット 2024 Vol.2」),357150,P-041,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-041]【英語版】(プロモーションカード「オンライン地域 参加パック 2024 Vol.2」),357149,P-041,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-041]【英語版】(プロモーションカード「ジャパンエキスポ限定」),821768,P-041,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-041]【英語版】(プロモーションカード「バンダイカードゲームズフェス 23-24 ワールドツアー in ロサンゼルス」),562943,P-041,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-041]【英語版】(プロモーションカード「パイレーツパーティーカード Vol.5」),201632,P-041,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-043],167350,P-043,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-047](プレミアムカードコレクション -Live Action Edition-),147940,P-047,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-047](プロモーションパック Vol.4),138415,P-047,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-047]【英語版】,570421,P-047,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-055](プレミアムカードコレクション -Live Action Edition-),147947,P-055,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-055](プレミアムブースター「ONE PIECE CARD THE BEST」),328651,P-055,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-055](プロモーションパック Vol.4),138423,P-055,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-055]【英語版】(プレミアムカードコレクション「Live Action Edition」),570428,P-055,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-055]【英語版】(プレミアムブースター「ONE PIECE CARD THE BEST」),441009,P-055,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-055]【英語版】(プロモーションカード「シールドバトルキット Vol.1」),201619,P-055,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-061](ONE PIECEカードゲーム アンコールパック),155976,P-061,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-061](スタートデッキ「緑 ウタ」),311560,P-061,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-061]【英語版】,414651,P-061,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-075](プレミアムカードコレクション「ベストセレクション vol.3」),380952,P-075,モンキー・Ｄ・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-075](プロモーションカード「最強の3兄弟パック」),230771,P-075,モンキー・Ｄ・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-075]【アジア版】,481269,P-075,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-075]【フランス語版】,635882,P-075,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-075]【英語版】(「ティンパックセット Vol.2」),752312,P-075,モンキー・D・ルフィ,P,single,ワンピ
モンキー・D・ルフィ P [P-075]【英語版】(プレミアムカードコレクション「ベストセレクション Vol.3」),572247,P-075,モンキー・D・ルフィ,P,single,ワンピ
