元の表記,状態,みんトレ表記,apparel_id,出どころ,件数,候補,理由
ドンメル 198/193,確定,ドンメル AR [M2a 198/193],731014,在庫管理,0,731014:ドンメル AR [M2a 198/193](4),
イワパレス 067/063,確定,イワパレス AR [SV9a 067/063],539602,在庫管理,0,539602:イワパレス AR [SV9a 067/063](4) || 662217:ロコン AR [M1L 067/063](-4) || 664113:ユキカブリ AR [M1S 067/063](-4),
チャーレム 207/193,確定,チャーレム AR [M2a 207/193],730944,在庫管理,0,730944:チャーレム AR [M2a 207/193](4),
ドラメシア 211/193,確定,ドラメシヤ AR [M2a 211/193],724994,在庫管理,0,,人が選んだ（overrides）
パールル 102/098,確定,パールル AR [SV10 102/098],558070,在庫管理,0,558070:パールル AR [SV10 102/098](4) || 100559:アンノーンV SR [s12 102/098](-4),
シルシュルー 072/063,確定,シルシュルー AR [M1L 072/063],664100,在庫管理,0,664100:シルシュルー AR [M1L 072/063](4) || 546106:カスミのラプラス AR [SV9a 072/063](-4) || 664116:ヌケニン AR [M1S 072/063](-4),
ドーブル 073/068,確定,ドーブル CHR [s11a 073/068],95128,在庫管理,0,95128:ドーブル CHR [s11a 073/068](4),
シシコ 066/063,確定,シシコ AR [M1S 066/063],663639,在庫管理,0,663639:シシコ AR [M1S 066/063](4) || 546105:シェイミ AR [SV9a 066/063](-4) || 664097:ナッシー AR [M1L 066/063](-4),
ギアル 146/086,確定,ギアル AR [SV11W 146/086],608586,在庫管理,0,608586:ギアル AR [SV11W 146/086](4) || 608515:シュバルゴ AR [SV11B 146/086](-4),
マフィティフ 088/078,確定,マフィティフ AR [SV1V 088/078],110917,在庫管理,0,110917:マフィティフ AR [SV1V 088/078](4) || 91484:フーディンEX UR: 1ED [XY10 088/078](-4) || 91519:ナギ SR: 1ED [XY6 088/078](-4) || 110904:ガケガニ AR [SV1S 088/078](-4),
ストリンダー 089/080,確定,ストリンダー AR [M2 089/080],704382,在庫管理,0,704382:ストリンダー AR [M2 089/080](4) || 91497:ギャラドスEX UR: 1ED [XY9 089/080](-4) || 91546:MリザードンEX UR: 1ED [XY2 089/080](-4) || 380802:MリザードンEX UR [XY2 089/080](-4),
ユキカブリ 067/063,確定,ユキカブリ AR [M1S 067/063],664113,在庫管理,0,664113:ユキカブリ AR [M1S 067/063](4) || 539602:イワパレス AR [SV9a 067/063](-4) || 662217:ロコン AR [M1L 067/063](-4),
ブロスター 068/063,確定,ブロスター AR [M1S 068/063],664114,在庫管理,0,664114:ブロスター AR [M1S 068/063](4) || 538766:カミツオロチ AR [SV9a 068/063](-4) || 641578:リオル AR [M1L 068/063](-4),
ミカルゲ 071/063,確定,ミカルゲ AR [M1L 071/063],663632,在庫管理,0,663632:ミカルゲ AR [M1L 071/063](4) || 543243:カスミのコダック AR [SV9a 071/063](-4) || 645380:フーディン AR [M1S 071/063](-4),
エテボース 092/080,確定,エテボース AR [M2 092/080],702702,在庫管理,0,702702:エテボース AR [M2 092/080](4) || 753260:ラッタ AR [M3 092/080](-4),
ギルガルド 073/062,確定,ギルガルド AR [SV3a 073/062],137472,在庫管理,0,137472:ギルガルド AR [SV3a 073/062](4),
テッカニン 065/063,確定,テッカニン AR [M1S 065/063],664112,在庫管理,0,664112:テッカニン AR [M1S 065/063](4) || 526172:シロナのロズレイド AR [SV9a 065/063](-4) || 657362:フシギソウ AR [M1L 065/063](-4),
オニスズメ 074/063,確定,オニスズメ AR [M1L 074/063],664102,在庫管理,0,664102:オニスズメ AR [M1L 074/063](4) || 530536:ロトム AR [SV9a 074/063](-4) || 661161:デリバード AR [M1S 074/063](-4),
インテレオン 069/063,確定,インテレオン AR [M1S 069/063],662218,在庫管理,0,662218:インテレオン AR [M1S 069/063](4) || 535465:ギャロップ AR [SV9a 069/063](-4) || 664098:マーシャドー AR [M1L 069/063](-4),
べカラス 079/071,確定,ベラカス AR [SV2P 079/071],117187,在庫管理,0,,人が選んだ（overrides）
ジュゴン 084/080,確定,ジュゴン AR [M2 084/080],704379,在庫管理,0,704379:ジュゴン AR [M2 084/080](4) || 91496:エーフィEX SR: 1ED [XY9 084/080](-4) || 108501:ガルーラEX SR: 1ED [XY2 084/080](-4) || 380799:ガルーラEX SR [XY2 084/080](-4),
ヌケニン 072/063,確定,ヌケニン AR [M1S 072/063],664116,在庫管理,0,664116:ヌケニン AR [M1S 072/063](4) || 546106:カスミのラプラス AR [SV9a 072/063](-4) || 664100:シルシュルー AR [M1L 072/063](-4),
キマワリ 102/101,確定,キマワリ AR [SV6 102/101],256064,在庫管理,0,256064:キマワリ AR [SV6 102/101](4) || 511034:タマタマ HR [102/101]【英語版】(-7) || 511434:ニャース HR [102/101]【英語版】(-7),
ツボツボ 064/063,確定,ツボツボ AR [M1S 064/063],664111,在庫管理,0,664111:ツボツボ AR [M1S 064/063](4) || 546104:ヤンヤンマ AR [SV9a 064/063](-4) || 657361:フシギダネ AR [M1L 064/063](-4),
ガラルタチフサグマ 209/193,確定,ガラルタチフサグマ AR [M2a 209/193],731018,在庫管理,0,731018:ガラルタチフサグマ AR [M2a 209/193](4),
イルカマン 111/108,確定,イルカマン AR [SV3 111/108],132256,在庫管理,0,132256:イルカマン AR [SV3 111/108](4) || 504592:なみのりピカチュウ R [111/108]【英語版】(-7) || 511301:ポケモンキャッチャー HR [111/108]【英語版】(-7),
ズルック 136/086,確定,ズルッグ AR [SV11W 136/086],608576,在庫管理,0,608576:ズルッグ AR [SV11W 136/086](4) || 608506:イワパレス AR [SV11B 136/086](-4),
チョボマキ 093/086,確定,チョボマキ AR [SV11W 093/086],608539,在庫管理,0,608539:チョボマキ AR [SV11W 093/086](4) || 608467:マラカッチ AR [SV11B 093/086](-4),
ロコン 067/063,確定,ロコン AR [M1L 067/063],662217,在庫管理,0,662217:ロコン AR [M1L 067/063](4) || 539602:イワパレス AR [SV9a 067/063](-4) || 664113:ユキカブリ AR [M1S 067/063](-4),
ノコッチ 198/172,確定,ノコッチ AR [s12a 198/172],103063,在庫管理,0,103063:ノコッチ AR [s12a 198/172](4),
ドロンチ 212/193,確定,ドロンチ AR [M2a 212/193],724995,在庫管理,0,724995:ドロンチ AR [M2a 212/193](4),
フライゴンex079/064,確定,フライゴンex SR [SV7a 079/064],385168,在庫管理,0,385168:フライゴンex SR [SV7a 079/064](4) || 284955:イイネイヌex SR [SV6a 079/064](-4) || 290934:格闘道場 UR [SM11a 079/064](-4),
チルット 202/172,確定,チルット AR [s12a 202/172],105545,在庫管理,0,105545:チルット AR [s12a 202/172](4),
ゼニガメ 176/165,確定,ゼニガメ AR [SV2a 170/165],128086,在庫管理,0,,人が選んだ（overrides）
フーディンex 326/190,確定,フーディンex SSR [SV4a 326/190],164703,在庫管理,0,164703:フーディンex SSR [SV4a 326/190](4) || 144787:ウッウV SSR [s4a 326/190](-4),
チャデス 068/066,確定,チャデス AR [SV5a 068/066],227624,在庫管理,0,227624:チャデス AR [SV5a 068/066](4) || 105346:マルマインGX SR [SM6b 068/066](-4) || 108825:テラキオン SR: 1ED [BW2 068/066](-4) || 146985:ブビィ AR [SV4K 068/066](拡張パック「古代の咆哮」) PARADOX RIFT(-4),
キョジオーン 070/063,確定,キョジオーン AR [M1L 070/063],664099,在庫管理,0,664099:キョジオーン AR [M1L 070/063](4) || 544501:ヒビキのバクフーン AR [SV9a 070/063](-4) || 664115:エリキテル AR [M1S 070/063](-4),
レアコイル 112/106,確定,レアコイル AR [SV8 112/106],418741,在庫管理,0,418741:レアコイル AR [SV8 112/106](4),
フリーザー 102/100,確定,フリーザー AR [SV9 102/100],502986,在庫管理,0,502986:フリーザー AR [SV9 102/100](4) || 96570:リザードンV SR [S9 102/100](-4) || 101673:ファイアローV SR [S4 102/100](-4) || 137043:キュレムV SR [S11 102/100](-4),
マスカーニヤ 096/073,確定,マスカーニャex SAR [SV1a 096/073],116081,在庫管理,0,,人が選んだ（overrides）
カラミンゴ 082/071,確定,カラミンゴ AR [SV2D 082/071],117828,在庫管理,0,117828:カラミンゴ AR [SV2D 082/071](4) || 96751:博士の研究(ウィロー博士)SR [S10b 082/071](-4) || 120831:ココガラ AR [SV2P 082/071](-4) || 139432:ヒスイヌメルゴンV SR [s10a 082/071](-4),
ムーランド 061/049,確定,ムーランド CHR [sm11b 061/049],126684,在庫管理,0,126684:ムーランド CHR [sm11b 061/049](4) || 106119:カイリキーGX HR [SM2+ 061/049](-4),
オンバット 111/100,確定,オンバット AR [SV9 111/100],506149,在庫管理,0,506149:オンバット AR [SV9 111/100](4) || 91196:ルリナ SR [S4 111/100](-4) || 93379:ギラティナV SR: SA [S11 111/100](-4) || 96572:アルセウスV SR [S9 111/100](-4),
スズナ 121/098,確定,スズナ HR [s12 121/098],100578,在庫管理,0,100578:スズナ HR [s12 121/098](4) || 568901:ロケット団のサカキ SR [SV10 121/098](-4),
グラエナ 072/067,確定,グラエナ CHR [s9a 072/067],126693,在庫管理,0,126693:グラエナ CHR [s9a 072/067](4) || 96561:チャーレムV SR: SA [S7R 072/067](-4) || 139511:カイリキーV SR [s10D 072/067](-4) || 139583:ヒードランV SR [s10P 072/067](-4),
